t,setpoint,omega,u
0.1670,200.0000,201.6019,6.3965
0.1680,200.0000,201.5863,6.3965
0.1690,200.0000,201.5710,6.3963
0.1700,200.0000,201.5558,6.3958
0.1710,200.0000,201.5405,6.3955
0.1720,200.0000,201.5253,6.3954
0.1730,200.0000,201.5104,6.3954
0.1740,200.0000,201.4959,6.3952
0.1750,200.0000,201.4814,6.3947
0.1760,200.0000,201.4669,6.3944
0.1770,200.0000,201.4524,6.3942
0.1780,200.0000,201.4379,6.3942
0.1790,200.0000,201.4242,6.3942
0.1800,200.0000,201.4105,6.3937
0.1810,200.0000,201.3967,6.3933
0.1820,200.0000,201.3830,6.3931
0.1830,200.0000,201.3693,6.3930
0.1840,200.0000,201.3559,6.3931
0.1850,200.0000,201.3430,6.3928
0.1860,200.0000,201.3300,6.3924
0.1870,200.0000,201.3170,6.3921
0.1880,200.0000,201.3040,6.3919
0.1890,200.0000,201.2911,6.3918
0.1900,200.0000,201.2784,6.3918
0.1910,200.0000,201.2662,6.3917
0.1920,200.0000,201.2540,6.3913
0.1930,200.0000,201.2418,6.3909
0.1940,200.0000,201.2296,6.3907
0.1950,200.0000,201.2174,6.3906
0.1960,200.0000,201.2052,6.3907
0.1970,200.0000,201.1938,6.3908
0.1980,200.0000,201.1823,6.3903
0.1990,200.0000,201.1709,6.3899
0.2000,200.0000,201.1594,6.3896
0.2010,200.0000,201.1480,6.3895
0.2020,200.0000,201.1366,6.3895
0.2030,200.0000,201.1254,6.3895
0.2040,200.0000,201.1147,6.3895
0.2050,200.0000,201.1040,6.3890
0.2060,200.0000,201.0933,6.3887
0.2070,200.0000,201.0826,6.3884
0.2080,200.0000,201.0719,6.3883
0.2090,200.0000,201.0613,6.3882
0.2100,200.0000,201.0506,6.3883
0.2110,200.0000,201.0406,6.3885
0.2120,200.0000,201.0307,6.3880
0.2130,200.0000,201.0208,6.3877
0.2140,200.0000,201.0108,6.3874
0.2150,200.0000,201.0009,6.3872
0.2160,200.0000,200.9910,6.3871
0.2170,200.0000,200.9811,6.3871
0.2180,200.0000,200.9713,6.3872
0.2190,200.0000,200.9622,6.3872
0.2200,200.0000,200.9530,6.3868
0.2210,200.0000,200.9439,6.3864
0.2220,200.0000,200.9347,6.3861
0.2230,200.0000,200.9256,6.3859
0.2240,200.0000,200.9164,6.3858
0.2250,200.0000,200.9072,6.3858
0.2260,200.0000,200.8981,6.3859
0.2270,200.0000,200.8894,6.3861
0.2280,200.0000,200.8810,6.3858
0.2290,200.0000,200.8727,6.3854
0.2300,200.0000,200.8643,6.3851
0.2310,200.0000,200.8559,6.3848
0.2320,200.0000,200.8475,6.3847
0.2330,200.0000,200.8391,6.3846
0.2340,200.0000,200.8307,6.3846
0.2350,200.0000,200.8223,6.3847
0.2360,200.0000,200.8141,6.3848
0.2370,200.0000,200.8065,6.3848
0.2380,200.0000,200.7989,6.3844
0.2390,200.0000,200.7913,6.3841
0.2400,200.0000,200.7836,6.3838
0.2410,200.0000,200.7760,6.3836
0.2420,200.0000,200.7684,6.3834
0.2430,200.0000,200.7607,6.3834
0.2440,200.0000,200.7531,6.3834
0.2450,200.0000,200.7455,6.3835
0.2460,200.0000,200.7380,6.3837
0.2470,200.0000,200.7311,6.3838
0.2480,200.0000,200.7243,6.3833
0.2490,200.0000,200.7174,6.3830
0.2500,200.0000,200.7100,6.3827
0.2510,200.0000,200.7031,6.3829
0.2520,200.0000,200.6963,6.3828
0.2530,200.0000,200.6894,6.3827
0.2540,200.0000,200.6825,6.3827
0.2550,200.0000,200.6757,6.3827
0.2560,200.0000,200.6691,6.3828
0.2570,200.0000,200.6630,6.3827
0.2580,200.0000,200.6564,6.3822
0.2590,200.0000,200.6499,6.3821
0.2600,200.0000,200.6438,6.3821
0.2610,200.0000,200.6377,6.3818
0.2620,200.0000,200.6316,6.3815
0.2630,200.0000,200.6255,6.3813
0.2640,200.0000,200.6194,6.3812
0.2650,200.0000,200.6133,6.3811
0.2660,200.0000,200.6072,6.3811
0.2670,200.0000,200.6011,6.3811
0.2680,200.0000,200.5950,6.3812
0.2690,200.0000,200.5889,6.3813
0.2700,200.0000,200.5834,6.3815
0.2710,200.0000,200.5780,6.3813
0.2720,200.0000,200.5722,6.3808
0.2730,200.0000,200.5667,6.3809
0.2740,200.0000,200.5614,6.3807
0.2750,200.0000,200.5560,6.3805
0.2760,200.0000,200.5507,6.3802
0.2770,200.0000,200.5453,6.3801
0.2780,200.0000,200.5399,6.3800
0.2790,200.0000,200.5346,6.3800
0.2800,200.0000,200.5293,6.3800
0.2810,200.0000,200.5239,6.3800
0.2820,200.0000,200.5186,6.3801
0.2830,200.0000,200.5132,6.3803
0.2840,200.0000,200.5085,6.3805
0.2850,200.0000,200.5040,6.3801
0.2860,200.0000,200.4987,6.3796
0.2870,200.0000,200.4938,6.3799
0.2880,200.0000,200.4892,6.3799
0.2890,200.0000,200.4847,6.3795
0.2900,200.0000,200.4801,6.3793
0.2910,200.0000,200.4748,6.3790
0.2920,200.0000,200.4702,6.3796
0.2930,200.0000,200.4656,6.3795
0.2940,200.0000,200.4611,6.3794
0.2950,200.0000,200.4565,6.3794
0.2960,200.0000,200.4519,6.3794
0.2970,200.0000,200.4473,6.3794
0.2980,200.0000,200.4432,6.3795
0.2990,200.0000,200.4393,6.3793
0.3000,200.0000,200.4348,6.3787
0.3010,200.0000,200.4302,6.3789
0.3020,200.0000,200.4262,6.3792
0.3030,200.0000,200.4224,6.3789
0.3040,200.0000,200.4181,6.3785
0.3050,200.0000,200.4140,6.3786
0.3060,200.0000,200.4102,6.3785
0.3070,200.0000,200.4064,6.3783
0.3080,200.0000,200.4019,6.3780
0.3090,200.0000,200.3981,6.3784
0.3100,200.0000,200.3943,6.3783
0.3110,200.0000,200.3904,6.3782
0.3120,200.0000,200.3866,6.3781
0.3130,200.0000,200.3828,6.3781
0.3140,200.0000,200.3790,6.3781
0.3150,200.0000,200.3752,6.3781
0.3160,200.0000,200.3714,6.3781
0.3170,200.0000,200.3676,6.3782
0.3180,200.0000,200.3643,6.3784
0.3190,200.0000,200.3608,6.3780
0.3200,200.0000,200.3569,6.3779
0.3210,200.0000,200.3538,6.3782
0.3220,200.0000,200.3508,6.3777
0.3230,200.0000,200.3470,6.3773
0.3240,200.0000,200.3433,6.3776
0.3250,200.0000,200.3402,6.3779
0.3260,200.0000,200.3372,6.3775
0.3270,200.0000,200.3341,6.3772
0.3280,200.0000,200.3304,6.3769
0.3290,200.0000,200.3271,6.3774
0.3300,200.0000,200.3241,6.3773
0.3310,200.0000,200.3210,6.3771
0.3320,200.0000,200.3180,6.3770
0.3330,200.0000,200.3149,6.3769
0.3340,200.0000,200.3119,6.3768
0.3350,200.0000,200.3088,6.3767
0.3360,200.0000,200.3058,6.3767
0.3370,200.0000,200.3027,6.3766
0.3380,200.0000,200.2997,6.3767
0.3390,200.0000,200.2966,6.3767
0.3400,200.0000,200.2936,6.3768
0.3410,200.0000,200.2905,6.3769
0.3420,200.0000,200.2875,6.3771
0.3430,200.0000,200.2851,6.3773
0.3440,200.0000,200.2824,6.3767
0.3450,200.0000,200.2793,6.3767
0.3460,200.0000,200.2768,6.3769
0.3470,200.0000,200.2745,6.3767
0.3480,200.0000,200.2715,6.3762
0.3490,200.0000,200.2685,6.3765
0.3500,200.0000,200.2662,6.3769
0.3510,200.0000,200.2639,6.3765
0.3520,200.0000,200.2613,6.3761
0.3530,200.0000,200.2584,6.3762
0.3540,200.0000,200.2561,6.3764
0.3550,200.0000,200.2538,6.3762
0.3560,200.0000,200.2515,6.3759
0.3570,200.0000,200.2486,6.3757
0.3580,200.0000,200.2462,6.3762
0.3590,200.0000,200.2439,6.3761
0.3600,200.0000,200.2416,6.3760
0.3610,200.0000,200.2393,6.3758
0.3620,200.0000,200.2370,6.3757
0.3630,200.0000,200.2347,6.3756
0.3640,200.0000,200.2325,6.3756
0.3650,200.0000,200.2302,6.3755
0.3660,200.0000,200.2279,6.3755
0.3670,200.0000,200.2256,6.3755
0.3680,200.0000,200.2233,6.3756
0.3690,200.0000,200.2210,6.3756
0.3700,200.0000,200.2187,6.3757
0.3710,200.0000,200.2164,6.3758
0.3720,200.0000,200.2141,6.3759
0.3730,200.0000,200.2123,6.3761
0.3740,200.0000,200.2102,6.3758
0.3750,200.0000,200.2079,6.3758
0.3760,200.0000,200.2063,6.3760
0.3770,200.0000,200.2043,6.3755
0.3780,200.0000,200.2020,6.3755
0.3790,200.0000,200.2003,6.3758
0.3800,200.0000,200.1987,6.3755
0.3810,200.0000,200.1965,6.3751
0.3820,200.0000,200.1942,6.3754
0.3830,200.0000,200.1926,6.3757
0.3840,200.0000,200.1911,6.3754
0.3850,200.0000,200.1889,6.3750
0.3860,200.0000,200.1869,6.3753
0.3870,200.0000,200.1854,6.3754
0.3880,200.0000,200.1839,6.3751
0.3890,200.0000,200.1816,6.3747
0.3900,200.0000,200.1798,6.3752
0.3910,200.0000,200.1783,6.3752
0.3920,200.0000,200.1768,6.3749
0.3930,200.0000,200.1747,6.3747
0.3940,200.0000,200.1731,6.3750
0.3950,200.0000,200.1715,6.3749
0.3960,200.0000,200.1700,6.3747
0.3970,200.0000,200.1682,6.3745
0.3980,200.0000,200.1666,6.3747
0.3990,200.0000,200.1651,6.3746
0.4000,200.0000,200.1636,6.3744
0.4010,200.0000,200.1615,6.3743
0.4020,200.0000,200.1599,6.3748
0.4030,200.0000,200.1584,6.3748
0.4040,200.0000,200.1569,6.3747
0.4050,200.0000,200.1553,6.3747
0.4060,200.0000,200.1538,6.3746
0.4070,200.0000,200.1523,6.3746
0.4080,200.0000,200.1508,6.3746
0.4090,200.0000,200.1492,6.3747
0.4100,200.0000,200.1477,6.3747
0.4110,200.0000,200.1462,6.3747
0.4120,200.0000,200.1447,6.3748
0.4130,200.0000,200.1431,6.3749
0.4140,200.0000,200.1416,6.3750
0.4150,200.0000,200.1406,6.3751
0.4160,200.0000,200.1391,6.3747
0.4170,200.0000,200.1376,6.3748
0.4180,200.0000,200.1363,6.3749
0.4190,200.0000,200.1355,6.3749
0.4200,200.0000,200.1340,6.3743
0.4210,200.0000,200.1325,6.3744
0.4220,200.0000,200.1310,6.3746
0.4230,200.0000,200.1301,6.3749
0.4240,200.0000,200.1288,6.3745
0.4250,200.0000,200.1273,6.3745
0.4260,200.0000,200.1263,6.3747
0.4270,200.0000,200.1251,6.3744
0.4280,200.0000,200.1236,6.3744
0.4290,200.0000,200.1227,6.3747
0.4300,200.0000,200.1216,6.3743
0.4310,200.0000,200.1201,6.3741
0.4320,200.0000,200.1190,6.3745
0.4330,200.0000,200.1183,6.3744
0.4340,200.0000,200.1168,6.3739
0.4350,200.0000,200.1153,6.3742
0.4360,200.0000,200.1145,6.3746
0.4370,200.0000,200.1138,6.3742
0.4380,200.0000,200.1124,6.3738
0.4390,200.0000,200.1110,6.3741
0.4400,200.0000,200.1102,6.3744
0.4410,200.0000,200.1095,6.3740
0.4420,200.0000,200.1080,6.3737
0.4430,200.0000,200.1069,6.3741
0.4440,200.0000,200.1061,6.3742
0.4450,200.0000,200.1053,6.3739
0.4460,200.0000,200.1039,6.3736
0.4470,200.0000,200.1028,6.3740
0.4480,200.0000,200.1021,6.3740
0.4490,200.0000,200.1013,6.3738
0.4500,200.0000,200.0999,6.3735
0.4510,200.0000,200.0989,6.3739
0.4520,200.0000,200.0982,6.3739
0.4530,200.0000,200.0974,6.3737
0.4540,200.0000,200.0961,6.3735
0.4550,200.0000,200.0952,6.3738
0.4560,200.0000,200.0944,6.3738
0.4570,200.0000,200.0937,6.3736
0.4580,200.0000,200.0924,6.3734
0.4590,200.0000,200.0916,6.3737
0.4600,200.0000,200.0909,6.3736
0.4610,200.0000,200.0901,6.3735
0.4620,200.0000,200.0892,6.3733
0.4630,200.0000,200.0883,6.3734
0.4640,200.0000,200.0876,6.3733
0.4650,200.0000,200.0862,6.3732
0.4660,200.0000,200.0854,6.3737
0.4670,200.0000,200.0846,6.3737
0.4680,200.0000,200.0838,6.3736
0.4690,200.0000,200.0831,6.3735
0.4700,200.0000,200.0823,6.3735
0.4710,200.0000,200.0816,6.3734
0.4720,200.0000,200.0808,6.3733
0.4730,200.0000,200.0800,6.3733
0.4740,200.0000,200.0793,6.3733
0.4750,200.0000,200.0785,6.3732
0.4760,200.0000,200.0777,6.3732
0.4770,200.0000,200.0770,6.3732
0.4780,200.0000,200.0762,6.3732
0.4790,200.0000,200.0755,6.3732
0.4800,200.0000,200.0747,6.3732
0.4810,200.0000,200.0739,6.3732
0.4820,200.0000,200.0732,6.3732
0.4830,200.0000,200.0724,6.3733
0.4840,200.0000,200.0716,6.3733
0.4850,200.0000,200.0709,6.3734
0.4860,200.0000,200.0701,6.3734
0.4870,200.0000,200.0694,6.3735
0.4880,200.0000,200.0686,6.3735
0.4890,200.0000,200.0678,6.3736
0.4900,200.0000,200.0671,6.3737
0.4910,200.0000,200.0663,6.3738
0.4920,200.0000,200.0655,6.3739
0.4930,200.0000,200.0654,6.3740
0.4940,200.0000,200.0647,6.3735
0.4950,200.0000,200.0639,6.3735
0.4960,200.0000,200.0632,6.3737
0.4970,200.0000,200.0624,6.3738
0.4980,200.0000,200.0623,6.3739
0.4990,200.0000,200.0616,6.3735
