t,setpoint,omega,u
0.2880,200.0000,199.9998,6.3728
0.2890,200.0000,199.9998,6.3728
0.2900,200.0000,199.9998,6.3728
0.2910,200.0000,199.9998,6.3728
0.2920,200.0000,199.9998,6.3728
0.2930,200.0000,199.9998,6.3728
0.2940,200.0000,199.9998,6.3728
0.2950,200.0000,199.9998,6.3728
0.2960,200.0000,199.9998,6.3729
0.2970,200.0000,199.9998,6.3729
0.2980,200.0000,199.9998,6.3729
0.2990,200.0000,199.9998,6.3729
0.3000,200.0000,199.9998,6.3729
0.3010,200.0000,199.9998,6.3729
0.3020,200.0000,199.9998,6.3729
0.3030,200.0000,199.9998,6.3729
0.3040,200.0000,199.9998,6.3729
0.3050,200.0000,199.9998,6.3729
0.3060,200.0000,199.9998,6.3729
0.3070,200.0000,199.9998,6.3729
0.3080,200.0000,199.9998,6.3729
0.3090,200.0000,199.9998,6.3730
0.3100,200.0000,199.9998,6.3730
0.3110,200.0000,199.9998,6.3730
0.3120,200.0000,199.9998,6.3730
0.3130,200.0000,199.9998,6.3730
0.3140,200.0000,199.9998,6.3730
0.3150,200.0000,199.9998,6.3730
0.3160,200.0000,199.9998,6.3730
0.3170,200.0000,199.9998,6.3730
0.3180,200.0000,199.9998,6.3730
0.3190,200.0000,199.9998,6.3730
0.3200,200.0000,199.9998,6.3730
0.3210,200.0000,199.9998,6.3730
0.3220,200.0000,199.9998,6.3731
0.3230,200.0000,199.9998,6.3731
0.3240,200.0000,199.9998,6.3731
0.3250,200.0000,199.9998,6.3731
0.3260,200.0000,199.9998,6.3731
0.3270,200.0000,199.9998,6.3731
0.3280,200.0000,199.9998,6.3731
0.3290,200.0000,199.9998,6.3731
0.3300,200.0000,199.9998,6.3731
0.3310,200.0000,199.9998,6.3731
0.3320,200.0000,199.9998,6.3731
0.3330,200.0000,199.9998,6.3731
0.3340,200.0000,200.0002,6.3731
0.3350,200.0000,200.0002,6.3727
0.3360,200.0000,200.0002,6.3727
0.3370,200.0000,200.0002,6.3727
0.3380,200.0000,200.0002,6.3727
0.3390,200.0000,200.0002,6.3727
0.3400,200.0000,200.0002,6.3727
0.3410,200.0000,200.0002,6.3727
0.3420,200.0000,200.0002,6.3726
0.3430,200.0000,200.0002,6.3726
0.3440,200.0000,200.0002,6.3726
0.3450,200.0000,200.0002,6.3726
0.3460,200.0000,200.0002,6.3726
0.3470,200.0000,200.0002,6.3726
0.3480,200.0000,200.0002,6.3726
0.3490,200.0000,200.0002,6.3726
0.3500,200.0000,200.0002,6.3725
0.3510,200.0000,200.0002,6.3725
0.3520,200.0000,200.0002,6.3725
0.3530,200.0000,200.0002,6.3725
0.3540,200.0000,200.0002,6.3725
0.3550,200.0000,200.0002,6.3725
0.3560,200.0000,200.0002,6.3725
0.3570,200.0000,200.0002,6.3725
0.3580,200.0000,200.0002,6.3724
0.3590,200.0000,200.0002,6.3724
0.3600,200.0000,200.0002,6.3724
0.3610,200.0000,200.0002,6.3724
0.3620,200.0000,200.0002,6.3724
0.3630,200.0000,200.0002,6.3724
0.3640,200.0000,200.0002,6.3724
0.3650,200.0000,200.0002,6.3724
0.3660,200.0000,200.0002,6.3723
0.3670,200.0000,200.0002,6.3723
0.3680,200.0000,200.0002,6.3723
0.3690,200.0000,200.0002,6.3723
0.3700,200.0000,200.0002,6.3723
0.3710,200.0000,200.0002,6.3723
0.3720,200.0000,200.0002,6.3723
0.3730,200.0000,200.0002,6.3723
0.3740,200.0000,200.0002,6.3722
0.3750,200.0000,200.0002,6.3722
0.3760,200.0000,200.0002,6.3722
0.3770,200.0000,200.0002,6.3722
0.3780,200.0000,200.0002,6.3722
