t,setpoint,omega,u
0.1670,200.0000,201.6548,6.3976
0.1680,200.0000,201.6382,6.3963
0.1690,200.0000,201.6221,6.3967
0.1700,200.0000,201.6061,6.3956
0.1710,200.0000,201.5901,6.3954
0.1720,200.0000,201.5740,6.3955
0.1730,200.0000,201.5584,6.3958
0.1740,200.0000,201.5432,6.3949
0.1750,200.0000,201.5273,6.3941
0.1760,200.0000,201.5123,6.3960
0.1770,200.0000,201.4972,6.3939
0.1780,200.0000,201.4820,6.3943
0.1790,200.0000,201.4675,6.3950
0.1800,200.0000,201.4530,6.3933
0.1810,200.0000,201.4385,6.3933
0.1820,200.0000,201.4240,6.3934
0.1830,200.0000,201.4100,6.3937
0.1840,200.0000,201.3958,6.3926
0.1850,200.0000,201.3820,6.3933
0.1860,200.0000,201.3683,6.3924
0.1870,200.0000,201.3546,6.3923
0.1880,200.0000,201.3410,6.3925
0.1890,200.0000,201.3281,6.3922
0.1900,200.0000,201.3145,6.3908
0.1910,200.0000,201.3013,6.3926
0.1920,200.0000,201.2884,6.3916
0.1930,200.0000,201.2754,6.3914
0.1940,200.0000,201.2631,6.3917
0.1950,200.0000,201.2503,6.3900
0.1960,200.0000,201.2379,6.3913
0.1970,200.0000,201.2257,6.3905
0.1980,200.0000,201.2135,6.3901
0.1990,200.0000,201.2013,6.3902
0.2000,200.0000,201.1894,6.3904
0.2010,200.0000,201.1774,6.3897
0.2020,200.0000,201.1660,6.3900
0.2030,200.0000,201.1542,6.3888
0.2040,200.0000,201.1427,6.3898
0.2050,200.0000,201.1313,6.3892
0.2060,200.0000,201.1198,6.3892
0.2070,200.0000,201.1091,6.3894
0.2080,200.0000,201.0979,6.3875
0.2090,200.0000,201.0869,6.3891
0.2100,200.0000,201.0762,6.3884
0.2110,200.0000,201.0656,6.3878
0.2120,200.0000,201.0549,6.3879
0.2130,200.0000,201.0442,6.3880
0.2140,200.0000,201.0341,6.3882
0.2150,200.0000,201.0236,6.3867
0.2160,200.0000,201.0135,6.3879
0.2170,200.0000,201.0035,6.3872
0.2180,200.0000,200.9936,6.3866
0.2190,200.0000,200.9837,6.3866
0.2200,200.0000,200.9738,6.3867
0.2210,200.0000,200.9639,6.3869
0.2220,200.0000,200.9547,6.3871
0.2230,200.0000,200.9449,6.3854
0.2240,200.0000,200.9355,6.3868
0.2250,200.0000,200.9263,6.3862
0.2260,200.0000,200.9172,6.3855
0.2270,200.0000,200.9080,6.3855
0.2280,200.0000,200.8989,6.3856
0.2290,200.0000,200.8897,6.3858
0.2300,200.0000,200.8812,6.3860
0.2310,200.0000,200.8722,6.3843
0.2320,200.0000,200.8635,6.3857
0.2330,200.0000,200.8551,6.3851
0.2340,200.0000,200.8467,6.3843
0.2350,200.0000,200.8383,6.3843
0.2360,200.0000,200.8300,6.3843
0.2370,200.0000,200.8216,6.3844
0.2380,200.0000,200.8132,6.3845
0.2390,200.0000,200.8054,6.3848
0.2400,200.0000,200.7971,6.3834
0.2410,200.0000,200.7892,6.3846
0.2420,200.0000,200.7816,6.3839
0.2430,200.0000,200.7734,6.3831
0.2440,200.0000,200.7657,6.3846
0.2450,200.0000,200.7581,6.3837
0.2460,200.0000,200.7505,6.3836
0.2470,200.0000,200.7429,6.3838
0.2480,200.0000,200.7360,6.3839
0.2490,200.0000,200.7285,6.3819
0.2500,200.0000,200.7211,6.3835
0.2510,200.0000,200.7142,6.3833
0.2520,200.0000,200.7068,6.3820
0.2530,200.0000,200.6998,6.3835
0.2540,200.0000,200.6930,6.3826
0.2550,200.0000,200.6861,6.3823
0.2560,200.0000,200.6792,6.3823
0.2570,200.0000,200.6724,6.3824
0.2580,200.0000,200.6655,6.3826
0.2590,200.0000,200.6593,6.3828
0.2600,200.0000,200.6525,6.3810
0.2610,200.0000,200.6460,6.3824
0.2620,200.0000,200.6399,6.3821
0.2630,200.0000,200.6332,6.3809
0.2640,200.0000,200.6269,6.3825
0.2650,200.0000,200.6208,6.3816
0.2660,200.0000,200.6147,6.3811
0.2670,200.0000,200.6086,6.3811
0.2680,200.0000,200.6025,6.3811
0.2690,200.0000,200.5964,6.3812
0.2700,200.0000,200.5903,6.3813
0.2710,200.0000,200.5847,6.3815
0.2720,200.0000,200.5786,6.3803
0.2730,200.0000,200.5730,6.3814
0.2740,200.0000,200.5675,6.3807
0.2750,200.0000,200.5614,6.3800
0.2760,200.0000,200.5559,6.3818
0.2770,200.0000,200.5506,6.3804
0.2780,200.0000,200.5453,6.3800
0.2790,200.0000,200.5393,6.3799
0.2800,200.0000,200.5343,6.3816
0.2810,200.0000,200.5290,6.3795
0.2820,200.0000,200.5237,6.3799
0.2830,200.0000,200.5184,6.3802
0.2840,200.0000,200.5130,6.3803
0.2850,200.0000,200.5084,6.3805
0.2860,200.0000,200.5031,6.3787
0.2870,200.0000,200.4980,6.3802
0.2880,200.0000,200.4934,6.3801
0.2890,200.0000,200.4882,6.3786
0.2900,200.0000,200.4833,6.3802
0.2910,200.0000,200.4788,6.3795
0.2920,200.0000,200.4736,6.3787
0.2930,200.0000,200.4690,6.3802
0.2940,200.0000,200.4644,6.3792
0.2950,200.0000,200.4598,6.3790
0.2960,200.0000,200.4552,6.3790
0.2970,200.0000,200.4507,6.3790
0.2980,200.0000,200.4461,6.3791
0.2990,200.0000,200.4415,6.3792
0.3000,200.0000,200.4373,6.3794
0.3010,200.0000,200.4328,6.3783
0.3020,200.0000,200.4286,6.3792
0.3030,200.0000,200.4243,6.3787
0.3040,200.0000,200.4198,6.3786
0.3050,200.0000,200.4159,6.3797
0.3060,200.0000,200.4118,6.3779
0.3070,200.0000,200.4077,6.3786
0.3080,200.0000,200.4039,6.3785
0.3090,200.0000,200.3995,6.3777
0.3100,200.0000,200.3956,6.3791
0.3110,200.0000,200.3918,6.3781
0.3120,200.0000,200.3880,6.3779
0.3130,200.0000,200.3842,6.3778
0.3140,200.0000,200.3804,6.3778
0.3150,200.0000,200.3765,6.3778
0.3160,200.0000,200.3727,6.3778
0.3170,200.0000,200.3689,6.3779
0.3180,200.0000,200.3651,6.3781
0.3190,200.0000,200.3616,6.3782
0.3200,200.0000,200.3578,6.3775
0.3210,200.0000,200.3544,6.3782
0.3220,200.0000,200.3508,6.3773
0.3230,200.0000,200.3474,6.3780
0.3240,200.0000,200.3438,6.3772
0.3250,200.0000,200.3406,6.3779
0.3260,200.0000,200.3370,6.3770
0.3270,200.0000,200.3338,6.3778
0.3280,200.0000,200.3305,6.3769
0.3290,200.0000,200.3273,6.3773
0.3300,200.0000,200.3243,6.3769
0.3310,200.0000,200.3205,6.3764
0.3320,200.0000,200.3176,6.3785
0.3330,200.0000,200.3146,6.3765
0.3340,200.0000,200.3112,6.3765
0.3350,200.0000,200.3081,6.3776
0.3360,200.0000,200.3051,6.3769
0.3370,200.0000,200.3020,6.3769
0.3380,200.0000,200.2990,6.3769
0.3390,200.0000,200.2959,6.3770
0.3400,200.0000,200.2928,6.3771
0.3410,200.0000,200.2899,6.3772
0.3420,200.0000,200.2873,6.3771
0.3430,200.0000,200.2843,6.3761
0.3440,200.0000,200.2814,6.3771
0.3450,200.0000,200.2787,6.3767
0.3460,200.0000,200.2757,6.3765
0.3470,200.0000,200.2733,6.3774
0.3480,200.0000,200.2704,6.3757
0.3490,200.0000,200.2677,6.3767
0.3500,200.0000,200.2654,6.3766
0.3510,200.0000,200.2625,6.3754
0.3520,200.0000,200.2599,6.3770
0.3530,200.0000,200.2576,6.3761
0.3540,200.0000,200.2546,6.3753
0.3550,200.0000,200.2522,6.3772
0.3560,200.0000,200.2499,6.3760
0.3570,200.0000,200.2471,6.3755
0.3580,200.0000,200.2447,6.3769
0.3590,200.0000,200.2424,6.3759
0.3600,200.0000,200.2401,6.3756
0.3610,200.0000,200.2379,6.3755
0.3620,200.0000,200.2356,6.3754
0.3630,200.0000,200.2333,6.3754
0.3640,200.0000,200.2310,6.3753
0.3650,200.0000,200.2287,6.3753
0.3660,200.0000,200.2264,6.3753
0.3670,200.0000,200.2241,6.3753
0.3680,200.0000,200.2218,6.3754
0.3690,200.0000,200.2195,6.3754
0.3700,200.0000,200.2173,6.3755
0.3710,200.0000,200.2150,6.3756
0.3720,200.0000,200.2127,6.3758
0.3730,200.0000,200.2104,6.3759
0.3740,200.0000,200.2088,6.3761
0.3750,200.0000,200.2065,6.3741
0.3760,200.0000,200.2043,6.3761
0.3770,200.0000,200.2028,6.3757
0.3780,200.0000,200.2004,6.3740
0.3790,200.0000,200.1984,6.3761
0.3800,200.0000,200.1968,6.3754
0.3810,200.0000,200.1946,6.3740
0.3820,200.0000,200.1925,6.3758
0.3830,200.0000,200.1910,6.3754
0.3840,200.0000,200.1888,6.3740
0.3850,200.0000,200.1869,6.3758
0.3860,200.0000,200.1853,6.3751
0.3870,200.0000,200.1831,6.3741
0.3880,200.0000,200.1813,6.3760
0.3890,200.0000,200.1798,6.3749
0.3900,200.0000,200.1776,6.3742
0.3910,200.0000,200.1759,6.3760
0.3920,200.0000,200.1744,6.3749
0.3930,200.0000,200.1722,6.3743
0.3940,200.0000,200.1706,6.3759
0.3950,200.0000,200.1691,6.3748
0.3960,200.0000,200.1674,6.3745
0.3970,200.0000,200.1659,6.3748
0.3980,200.0000,200.1643,6.3744
0.3990,200.0000,200.1622,6.3743
0.4000,200.0000,200.1608,6.3761
0.4010,200.0000,200.1594,6.3741
0.4020,200.0000,200.1579,6.3743
0.4030,200.0000,200.1563,6.3744
0.4040,200.0000,200.1548,6.3743
0.4050,200.0000,200.1533,6.3743
0.4060,200.0000,200.1517,6.3743
0.4070,200.0000,200.1502,6.3743
0.4080,200.0000,200.1487,6.3743
0.4090,200.0000,200.1472,6.3744
0.4100,200.0000,200.1456,6.3744
0.4110,200.0000,200.1441,6.3745
0.4120,200.0000,200.1426,6.3746
0.4130,200.0000,200.1411,6.3747
0.4140,200.0000,200.1395,6.3748
0.4150,200.0000,200.1380,6.3749
0.4160,200.0000,200.1372,6.3751
0.4170,200.0000,200.1355,6.3732
0.4180,200.0000,200.1340,6.3751
0.4190,200.0000,200.1333,6.3750
0.4200,200.0000,200.1315,6.3729
0.4210,200.0000,200.1302,6.3752
0.4220,200.0000,200.1290,6.3745
0.4230,200.0000,200.1275,6.3740
0.4240,200.0000,200.1264,6.3750
0.4250,200.0000,200.1251,6.3738
0.4260,200.0000,200.1237,6.3746
0.4270,200.0000,200.1229,6.3748
0.4280,200.0000,200.1215,6.3731
0.4290,200.0000,200.1201,6.3746
0.4300,200.0000,200.1193,6.3747
0.4310,200.0000,200.1179,6.3730
0.4320,200.0000,200.1166,6.3746
0.4330,200.0000,200.1159,6.3744
0.4340,200.0000,200.1144,6.3730
0.4350,200.0000,200.1133,6.3747
0.4360,200.0000,200.1125,6.3741
0.4370,200.0000,200.1110,6.3730
0.4380,200.0000,200.1099,6.3748
0.4390,200.0000,200.1092,6.3739
0.4400,200.0000,200.1077,6.3730
0.4410,200.0000,200.1067,6.3749
0.4420,200.0000,200.1059,6.3738
0.4430,200.0000,200.1044,6.3731
0.4440,200.0000,200.1035,6.3750
0.4450,200.0000,200.1027,6.3738
0.4460,200.0000,200.1012,6.3732
0.4470,200.0000,200.1003,6.3750
0.4480,200.0000,200.0996,6.3738
0.4490,200.0000,200.0982,6.3733
0.4500,200.0000,200.0974,6.3748
0.4510,200.0000,200.0966,6.3737
0.4520,200.0000,200.0953,6.3733
0.4530,200.0000,200.0945,6.3747
0.4540,200.0000,200.0937,6.3737
0.4550,200.0000,200.0926,6.3734
0.4560,200.0000,200.0918,6.3742
0.4570,200.0000,200.0911,6.3735
0.4580,200.0000,200.0899,6.3733
0.4590,200.0000,200.0891,6.3745
0.4600,200.0000,200.0883,6.3735
0.4610,200.0000,200.0875,6.3734
0.4620,200.0000,200.0865,6.3732
0.4630,200.0000,200.0857,6.3741
0.4640,200.0000,200.0849,6.3734
0.4650,200.0000,200.0842,6.3733
0.4660,200.0000,200.0834,6.3732
0.4670,200.0000,200.0824,6.3731
0.4680,200.0000,200.0816,6.3739
0.4690,200.0000,200.0808,6.3733
0.4700,200.0000,200.0801,6.3733
0.4710,200.0000,200.0793,6.3732
0.4720,200.0000,200.0786,6.3732
0.4730,200.0000,200.0778,6.3732
0.4740,200.0000,200.0770,6.3731
0.4750,200.0000,200.0763,6.3731
0.4760,200.0000,200.0755,6.3731
0.4770,200.0000,200.0747,6.3731
0.4780,200.0000,200.0740,6.3732
0.4790,200.0000,200.0732,6.3732
0.4800,200.0000,200.0724,6.3732
0.4810,200.0000,200.0717,6.3733
0.4820,200.0000,200.0709,6.3733
0.4830,200.0000,200.0702,6.3734
0.4840,200.0000,200.0694,6.3734
0.4850,200.0000,200.0686,6.3735
0.4860,200.0000,200.0679,6.3736
0.4870,200.0000,200.0671,6.3736
0.4880,200.0000,200.0663,6.3737
0.4890,200.0000,200.0656,6.3738
0.4900,200.0000,200.0651,6.3739
0.4910,200.0000,200.0644,6.3731
0.4920,200.0000,200.0636,6.3738
0.4930,200.0000,200.0634,6.3740
0.4940,200.0000,200.0627,6.3725
0.4950,200.0000,200.0619,6.3736
0.4960,200.0000,200.0612,6.3738
0.4970,200.0000,200.0612,6.3739
0.4980,200.0000,200.0601,6.3718
0.4990,200.0000,200.0595,6.3744
