t,setpoint,omega,u
0.1390,200.0000,194.3591,3.0815
0.1400,200.0000,193.8039,6.4442
0.1410,200.0000,194.7647,9.1966
0.1420,200.0000,193.9536,1.7215
0.1430,200.0000,192.3858,4.1027
0.1440,200.0000,192.6146,8.5506
0.1450,200.0000,192.6071,4.7200
0.1460,200.0000,192.2547,5.8243
0.1470,200.0000,192.2207,6.3246
0.1480,200.0000,192.9480,8.2603
0.1490,200.0000,193.6870,6.9831
0.1500,200.0000,193.3878,4.5215
0.1510,200.0000,192.2473,3.6694
0.1520,200.0000,193.5826,12.0000
0.1530,200.0000,195.0802,7.0791
0.1540,200.0000,194.3775,2.9982
0.1550,200.0000,193.2406,4.7125
0.1560,200.0000,193.1573,7.1346
0.1570,200.0000,194.7644,10.5858
0.1580,200.0000,194.1506,1.3188
0.1590,200.0000,193.2079,6.1680
0.1600,200.0000,193.1542,6.3604
0.1610,200.0000,192.6498,4.5181
0.1620,200.0000,192.5412,6.8808
0.1630,200.0000,194.1218,10.6215
0.1640,200.0000,195.2371,6.5799
0.1650,200.0000,193.4592,0.1315
0.1660,200.0000,192.0822,5.9072
0.1670,200.0000,193.2164,10.2615
0.1680,200.0000,192.9758,2.7507
0.1690,200.0000,194.2547,12.0000
0.1700,200.0000,193.6012,0.5395
0.1710,200.0000,192.7972,7.0026
0.1720,200.0000,192.7282,5.7878
0.1730,200.0000,193.9215,10.0175
0.1740,200.0000,193.3268,1.8080
0.1750,200.0000,193.9056,10.5207
0.1760,200.0000,195.4642,8.3822
0.1770,200.0000,193.3254,-2.1137
0.1780,200.0000,192.5018,8.9530
0.1790,200.0000,193.0267,6.5495
0.1800,200.0000,194.6859,10.8126
0.1810,200.0000,195.5333,5.6518
0.1820,200.0000,195.3363,5.6011
0.1830,200.0000,194.7324,4.7869
0.1840,200.0000,193.6599,3.9223
0.1850,200.0000,194.8008,11.3096
0.1860,200.0000,194.7116,2.7239
0.1870,200.0000,192.6901,1.9204
0.1880,200.0000,193.5959,12.0000
0.1890,200.0000,195.3761,8.1173
0.1900,200.0000,195.2303,4.0472
0.1910,200.0000,193.2072,1.2490
0.1920,200.0000,192.1882,6.4869
0.1930,200.0000,192.7142,7.9461
0.1940,200.0000,193.7909,8.2571
0.1950,200.0000,194.4920,6.7711
0.1960,200.0000,193.2607,1.8324
0.1970,200.0000,194.1825,11.8095
0.1980,200.0000,193.5061,0.7109
0.1990,200.0000,192.0132,4.8021
0.2000,200.0000,193.5058,12.0000
0.2010,200.0000,193.5610,2.5905
0.2020,200.0000,193.5890,8.1620
0.2030,200.0000,193.1721,3.8025
0.2040,200.0000,192.9398,6.8787
0.2050,200.0000,193.8272,8.5662
0.2060,200.0000,195.0434,8.2605
0.2070,200.0000,193.1623,-1.1421
0.2080,200.0000,192.0829,7.5338
0.2090,200.0000,194.1093,12.0000
0.2100,200.0000,195.0768,5.2045
0.2110,200.0000,193.1558,0.4860
0.2120,200.0000,193.3854,10.6839
0.2130,200.0000,193.8167,4.9515
0.2140,200.0000,194.6317,9.1629
0.2150,200.0000,193.1086,-0.3921
0.2160,200.0000,193.6654,12.0000
0.2170,200.0000,195.1787,7.4418
0.2180,200.0000,193.5302,-0.0985
0.2190,200.0000,193.6441,10.5543
0.2200,200.0000,193.2717,2.6161
0.2210,200.0000,193.4259,8.6916
0.2220,200.0000,194.4847,7.9828
0.2230,200.0000,195.0221,6.4584
0.2240,200.0000,193.5027,1.2091
0.2250,200.0000,193.6676,9.9523
0.2260,200.0000,194.6533,7.0855
0.2270,200.0000,193.6831,2.3579
0.2280,200.0000,194.7226,11.8033
0.2290,200.0000,193.6203,-0.6118
0.2300,200.0000,192.1316,5.7047
0.2310,200.0000,193.1295,9.9996
0.2320,200.0000,194.9742,9.3357
0.2330,200.0000,193.5392,-0.6086
0.2340,200.0000,193.8825,11.4484
0.2350,200.0000,194.9030,6.3242
0.2360,200.0000,193.1837,0.4707
0.2370,200.0000,192.1439,6.7211
0.2380,200.0000,192.9129,8.5710
0.2390,200.0000,193.5317,6.4286
0.2400,200.0000,193.9460,7.0485
0.2410,200.0000,193.4397,3.9932
0.2420,200.0000,192.3037,4.0538
0.2430,200.0000,193.7064,12.0000
0.2440,200.0000,194.0439,3.5016
0.2450,200.0000,192.6081,3.0931
0.2460,200.0000,192.5472,8.1655
0.2470,200.0000,193.6139,8.3336
0.2480,200.0000,194.7180,7.9607
