t,setpoint,omega,u
0.1670,200.0000,192.4619,7.2189
0.1680,200.0000,192.5351,5.9405
0.1690,200.0000,193.9701,10.6100
0.1700,200.0000,194.3490,4.3792
0.1710,200.0000,193.5988,4.7199
0.1720,200.0000,192.7751,4.7241
0.1730,200.0000,193.2271,8.6220
0.1740,200.0000,193.4353,5.2841
0.1750,200.0000,193.9312,8.0752
0.1760,200.0000,195.0804,8.4814
0.1770,200.0000,194.2874,2.1031
0.1780,200.0000,192.9841,4.7169
0.1790,200.0000,192.4631,5.8439
0.1800,200.0000,193.6888,10.2538
0.1810,200.0000,195.3345,8.5252
0.1820,200.0000,195.9854,6.3212
0.1830,200.0000,195.4250,4.2257
0.1840,200.0000,194.0460,3.3019
0.1850,200.0000,194.0623,8.3374
0.1860,200.0000,194.4064,6.0693
0.1870,200.0000,193.4535,3.2030
0.1880,200.0000,193.4787,8.2192
0.1890,200.0000,194.7838,9.0470
0.1900,200.0000,195.6039,6.6672
0.1910,200.0000,194.4540,2.1451
0.1920,200.0000,192.6262,3.2368
0.1930,200.0000,191.9708,6.4224
0.1940,200.0000,192.8939,9.0433
0.1950,200.0000,194.3026,8.5332
0.1960,200.0000,194.1529,3.9063
0.1970,200.0000,194.1974,7.6129
0.1980,200.0000,193.6463,3.7107
0.1990,200.0000,192.4435,4.0293
0.2000,200.0000,192.8414,8.9662
0.2010,200.0000,193.4046,6.1893
0.2020,200.0000,193.8419,7.2643
0.2030,200.0000,193.5762,4.6001
0.2040,200.0000,193.0775,5.5908
0.2050,200.0000,193.3941,7.6242
0.2060,200.0000,194.5727,8.8601
0.2070,200.0000,194.0662,2.7407
0.2080,200.0000,192.7031,4.0645
0.2090,200.0000,193.1295,9.1106
0.2100,200.0000,194.4810,8.5314
0.2110,200.0000,194.1848,3.4894
0.2120,200.0000,193.6858,6.2316
0.2130,200.0000,193.4709,5.6786
0.2140,200.0000,194.1609,8.6279
0.2150,200.0000,193.7166,3.2313
0.2160,200.0000,193.8707,8.4095
0.2170,200.0000,194.9154,8.1137
0.2180,200.0000,194.4258,3.2655
0.2190,200.0000,193.9312,6.4551
0.2200,200.0000,193.2540,4.1507
0.2210,200.0000,193.1629,7.2314
0.2220,200.0000,194.0100,8.2069
0.2230,200.0000,194.9660,7.6819
0.2240,200.0000,194.3727,3.2185
0.2250,200.0000,193.7769,6.2085
0.2260,200.0000,194.0565,7.2503
0.2270,200.0000,193.8821,4.9612
0.2280,200.0000,194.4832,8.7466
0.2290,200.0000,194.0298,3.1903
0.2300,200.0000,192.6903,3.8711
0.2310,200.0000,192.5031,7.3242
0.2320,200.0000,193.9625,10.0400
0.2330,200.0000,194.1938,4.2241
0.2340,200.0000,194.2320,7.2722
0.2350,200.0000,194.5942,6.6990
0.2360,200.0000,193.7538,3.2100
0.2370,200.0000,192.5143,4.3080
0.2380,200.0000,192.2880,6.9200
0.2390,200.0000,192.9450,7.8031
0.2400,200.0000,193.8729,7.8372
0.2410,200.0000,193.9384,5.1123
0.2420,200.0000,192.9062,3.5645
0.2430,200.0000,193.1514,8.7032
0.2440,200.0000,193.7893,6.6364
0.2450,200.0000,193.3309,4.2659
0.2460,200.0000,192.7393,5.5511
0.2470,200.0000,193.0354,7.6033
0.2480,200.0000,194.2233,8.8905
0.2490,200.0000,194.1877,4.1471
0.2500,200.0000,193.6385,5.6192
0.2510,200.0000,192.7551,3.9770
0.2520,200.0000,193.0152,8.4598
0.2530,200.0000,193.0057,4.7705
0.2540,200.0000,193.6050,8.7355
0.2550,200.0000,193.4951,4.2073
0.2560,200.0000,194.1444,9.2566
0.2570,200.0000,193.7380,3.0236
0.2580,200.0000,193.2958,6.6793
0.2590,200.0000,194.3386,9.2515
0.2600,200.0000,194.8323,5.6387
0.2610,200.0000,194.9845,6.7851
0.2620,200.0000,194.8747,5.5064
0.2630,200.0000,194.9594,6.8917
0.2640,200.0000,195.2604,6.7339
0.2650,200.0000,195.3414,6.0734
0.2660,200.0000,194.2756,3.0053
0.2670,200.0000,194.2265,8.1836
0.2680,200.0000,194.7594,6.7649
0.2690,200.0000,194.6745,5.4309
0.2700,200.0000,193.6414,3.4859
0.2710,200.0000,194.0515,9.2876
0.2720,200.0000,194.7632,6.5259
0.2730,200.0000,194.7766,5.7899
0.2740,200.0000,194.0270,4.1272
0.2750,200.0000,194.0694,7.7200
0.2760,200.0000,193.8640,4.7079
0.2770,200.0000,193.5115,5.9710
0.2780,200.0000,193.5579,6.5537
0.2790,200.0000,193.6384,6.1868
0.2800,200.0000,194.6103,9.1083
0.2810,200.0000,195.1857,6.0081
0.2820,200.0000,194.5435,4.1344
0.2830,200.0000,193.7995,5.2880
0.2840,200.0000,193.0306,4.5926
0.2850,200.0000,193.5047,8.7512
0.2860,200.0000,193.3766,4.1879
0.2870,200.0000,193.8281,8.6621
0.2880,200.0000,194.6689,7.2318
0.2890,200.0000,194.0737,3.4870
0.2900,200.0000,193.8307,7.1313
0.2910,200.0000,193.7877,5.6249
0.2920,200.0000,193.4352,5.4078
0.2930,200.0000,193.7435,7.6567
0.2940,200.0000,194.7193,8.2412
0.2950,200.0000,194.0392,2.6309
0.2960,200.0000,192.7843,4.5232
0.2970,200.0000,192.9092,7.8997
0.2980,200.0000,193.1599,5.9191
0.2990,200.0000,193.5836,7.4808
0.3000,200.0000,194.6966,8.7030
0.3010,200.0000,194.2828,3.1419
0.3020,200.0000,194.0981,7.4346
0.3030,200.0000,193.7271,4.4458
0.3040,200.0000,194.2898,8.9779
0.3050,200.0000,195.0028,6.6477
0.3060,200.0000,194.8199,5.1340
0.3070,200.0000,193.5838,3.0699
0.3080,200.0000,193.8718,9.2162
0.3090,200.0000,193.9021,4.5147
0.3100,200.0000,192.8608,3.8714
0.3110,200.0000,192.7023,7.3014
0.3120,200.0000,193.5898,8.2973
0.3130,200.0000,193.5598,4.5733
0.3140,200.0000,192.8908,4.9884
0.3150,200.0000,192.1951,4.9046
0.3160,200.0000,193.0285,9.6145
0.3170,200.0000,194.3034,7.8569
0.3180,200.0000,194.9600,6.7967
0.3190,200.0000,195.2904,6.6475
0.3200,200.0000,194.4996,3.4368
0.3210,200.0000,193.4568,4.8050
0.3220,200.0000,193.1575,6.3955
0.3230,200.0000,192.8671,5.2534
0.3240,200.0000,193.2125,7.8013
0.3250,200.0000,194.3105,8.4970
0.3260,200.0000,194.9986,6.6186
0.3270,200.0000,194.5171,4.2439
0.3280,200.0000,194.1503,6.3195
0.3290,200.0000,194.4422,7.1555
0.3300,200.0000,194.0289,4.2937
0.3310,200.0000,194.0130,7.3173
0.3320,200.0000,194.3756,6.6868
0.3330,200.0000,194.7407,6.9018
0.3340,200.0000,194.3358,4.4417
0.3350,200.0000,193.9060,5.9806
0.3360,200.0000,194.2371,7.4715
0.3370,200.0000,194.8099,7.1208
0.3380,200.0000,194.4073,4.2511
0.3390,200.0000,194.5907,7.9658
0.3400,200.0000,193.9594,3.2383
0.3410,200.0000,192.7690,4.3698
0.3420,200.0000,193.2233,8.9659
0.3430,200.0000,194.8869,9.5599
0.3440,200.0000,194.6300,2.9503
0.3450,200.0000,194.2968,7.0372
0.3460,200.0000,193.7115,4.0722
0.3470,200.0000,194.1850,8.9906
0.3480,200.0000,195.3943,8.1930
0.3490,200.0000,195.1560,3.9512
0.3500,200.0000,193.7191,3.1315
0.3510,200.0000,192.7247,5.3376
0.3520,200.0000,192.7214,6.9604
0.3530,200.0000,194.1453,10.0647
0.3540,200.0000,194.8354,5.6409
0.3550,200.0000,193.6499,2.6042
0.3560,200.0000,192.6891,5.6217
0.3570,200.0000,192.8207,7.2055
0.3580,200.0000,193.5623,7.7919
0.3590,200.0000,194.1333,6.7456
0.3600,200.0000,194.3773,6.4038
0.3610,200.0000,194.1147,5.1774
0.3620,200.0000,192.9526,3.2706
0.3630,200.0000,192.2239,5.9299
0.3640,200.0000,193.0995,9.2049
0.3650,200.0000,193.2554,4.6339
0.3660,200.0000,193.0492,6.2860
0.3670,200.0000,193.2104,6.6544
0.3680,200.0000,193.5292,6.8003
0.3690,200.0000,193.6380,6.0306
0.3700,200.0000,194.4165,8.5882
0.3710,200.0000,195.3207,7.3644
0.3720,200.0000,194.8428,3.7821
0.3730,200.0000,194.4202,6.4123
0.3740,200.0000,193.6189,3.7889
0.3750,200.0000,193.5694,7.6216
0.3760,200.0000,194.5497,8.4077
0.3770,200.0000,194.3323,3.9493
0.3780,200.0000,194.2735,7.3091
0.3790,200.0000,194.0439,4.9054
0.3800,200.0000,194.1740,7.3624
0.3810,200.0000,195.0441,8.1683
0.3820,200.0000,195.7606,7.0098
0.3830,200.0000,195.6460,5.1837
0.3840,200.0000,194.1621,2.2965
0.3850,200.0000,193.2822,6.1799
0.3860,200.0000,193.6176,7.5257
0.3870,200.0000,194.4885,7.9735
0.3880,200.0000,194.9873,6.4201
0.3890,200.0000,194.2163,3.5380
0.3900,200.0000,193.8212,6.7149
0.3910,200.0000,194.6616,8.6184
0.3920,200.0000,195.2154,6.2615
0.3930,200.0000,195.1267,5.7049
0.3940,200.0000,194.3012,3.9983
0.3950,200.0000,193.0042,3.7270
0.3960,200.0000,192.9354,7.7633
0.3970,200.0000,193.5576,7.2099
0.3980,200.0000,193.4907,5.1516
0.3990,200.0000,192.8654,4.8216
0.4000,200.0000,192.2690,5.2802
0.4010,200.0000,192.6931,8.1204
0.4020,200.0000,192.7474,5.0681
0.4030,200.0000,192.6419,6.3754
0.4040,200.0000,193.0886,7.4214
0.4050,200.0000,193.5188,6.6081
0.4060,200.0000,193.8501,6.7716
0.4070,200.0000,193.2631,3.9236
0.4080,200.0000,193.7913,9.2170
0.4090,200.0000,193.9619,4.8451
0.4100,200.0000,194.3850,8.1301
0.4110,200.0000,194.8903,6.5287
0.4120,200.0000,194.7138,5.2949
0.4130,200.0000,193.8288,4.0515
0.4140,200.0000,193.6160,7.0232
0.4150,200.0000,194.0121,7.0071
0.4160,200.0000,193.7355,4.7302
0.4170,200.0000,192.9962,4.7953
0.4180,200.0000,193.5943,9.0086
0.4190,200.0000,193.6609,4.6006
0.4200,200.0000,193.9426,7.8554
0.4210,200.0000,193.8371,4.8392
0.4220,200.0000,193.9519,7.2916
0.4230,200.0000,193.6352,4.5631
0.4240,200.0000,192.8158,4.6508
0.4250,200.0000,192.3210,5.7590
0.4260,200.0000,192.4977,7.0655
0.4270,200.0000,193.0299,7.1917
0.4280,200.0000,194.3735,9.4956
0.4290,200.0000,194.3437,3.7837
0.4300,200.0000,194.1538,6.9223
0.4310,200.0000,193.8139,4.8225
0.4320,200.0000,194.1955,8.2111
0.4330,200.0000,195.2578,8.2002
0.4340,200.0000,194.5524,2.5671
0.4350,200.0000,193.9825,6.6934
0.4360,200.0000,193.8310,5.6666
0.4370,200.0000,192.9767,3.8919
0.4380,200.0000,193.5946,9.6016
0.4390,200.0000,194.9954,8.3638
0.4400,200.0000,194.4422,2.7979
0.4410,200.0000,194.1552,7.3699
0.4420,200.0000,193.3398,3.1613
0.4430,200.0000,192.2528,4.7714
0.4440,200.0000,191.9943,6.4972
0.4450,200.0000,193.3400,10.1412
0.4460,200.0000,195.1894,9.1457
0.4470,200.0000,195.2970,4.2321
0.4480,200.0000,195.1074,6.6728
0.4490,200.0000,194.0145,2.6951
0.4500,200.0000,192.3741,3.4701
0.4510,200.0000,192.9955,10.1240
0.4520,200.0000,193.7306,6.0099
0.4530,200.0000,194.2984,7.7083
0.4540,200.0000,194.1238,4.6102
0.4550,200.0000,192.9687,3.5634
0.4560,200.0000,192.5473,6.7122
0.4570,200.0000,192.7399,6.5818
0.4580,200.0000,194.0581,9.8682
0.4590,200.0000,194.0450,3.6283
0.4600,200.0000,193.1402,4.7927
0.4610,200.0000,193.0513,6.9770
0.4620,200.0000,194.1412,9.0824
0.4630,200.0000,194.5805,5.5349
0.4640,200.0000,194.3877,5.7923
0.4650,200.0000,194.0166,5.3496
0.4660,200.0000,194.1934,7.3210
0.4670,200.0000,194.6535,6.9157
0.4680,200.0000,195.0031,6.7055
0.4690,200.0000,194.7426,5.0095
0.4700,200.0000,194.0939,4.9653
0.4710,200.0000,193.9520,6.6658
0.4720,200.0000,194.7808,8.5154
0.4730,200.0000,194.6553,4.2444
0.4740,200.0000,193.7764,4.6145
0.4750,200.0000,194.2408,8.7902
0.4760,200.0000,194.7795,6.2514
0.4770,200.0000,193.7807,2.9048
0.4780,200.0000,193.9851,8.9639
0.4790,200.0000,194.8141,7.1389
0.4800,200.0000,194.2453,3.6297
0.4810,200.0000,192.8017,3.3713
0.4820,200.0000,193.0981,9.1236
0.4830,200.0000,194.4702,8.6373
0.4840,200.0000,193.9206,2.6467
0.4850,200.0000,194.0485,8.6966
0.4860,200.0000,194.3564,5.7189
0.4870,200.0000,193.4297,3.4843
0.4880,200.0000,192.6520,5.5937
0.4890,200.0000,192.2959,5.6508
0.4900,200.0000,192.7920,8.0471
0.4910,200.0000,193.3167,6.5258
0.4920,200.0000,194.5303,9.4736
0.4930,200.0000,195.5271,7.0027
0.4940,200.0000,194.9270,3.5757
0.4950,200.0000,193.3156,2.9319
0.4960,200.0000,192.8770,7.1992
0.4970,200.0000,193.6746,8.1969
0.4980,200.0000,194.0457,5.8972
0.4990,200.0000,193.1378,3.4055
